category,method,auroc,average_precision,threshold_youden,accuracy,precision,recall,f1,roc_png,pr_png,confmat_png,top_png,fp_png,fn_png
cable,AE,0.5322338830584707,0.6770287889979197,0.0079732639715075,0.5333333333333333,0.75,0.358695652173913,0.4852941176470588,artifacts\cable\roc_ae.png,artifacts\cable\pr_ae.png,artifacts\cable\confmat_ae.png,artifacts\cable\top_ae.png,artifacts\cable\Faux_positifs.png,artifacts\cable\Faux_négatifs.png
